N,P,K,Rainfall_mm,Temperature_C,Soil_pH,Year,State_Andhra Pradesh,State_Bihar,State_Gujarat,State_Haryana,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Odisha,State_Punjab,State_Rajasthan,State_Tamil Nadu,State_Uttar Pradesh,State_West Bengal,Crop_Barley,Crop_Coffee,Crop_Cotton,Crop_Groundnut,Crop_Jute,Crop_Maize,Crop_Pulses,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Tea,Crop_Wheat,Soil_Type_Black,Soil_Type_Clay,Soil_Type_Loamy,Soil_Type_Red Soil,Soil_Type_Sandy,Fertilizer_Compost,Fertilizer_DAP,Fertilizer_NPK,Fertilizer_Organic,Fertilizer_Urea,Yield_kg_per_acre
0.8868692877112411,-0.12238653970201642,0.5275252497608592,-0.15840705314795112,0.20130046235698196,1.1141257577341777,-1.3731789807012846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1933
0.26096663416086496,1.2258127960607101,1.5602612744631181,0.18703247541485557,-0.6148599118944089,0.7364915681246261,1.34396963310287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2900
0.965107119405038,-0.48190636257207686,-0.6158610633023559,-1.1256377331238099,1.7067021029848175,-0.45235680657210786,-0.8297492579404536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1330
-0.07806396984558873,1.4355326927349121,1.5787029891899442,1.596425751951107,-0.7611694390280273,-1.473367763664598,-1.3731789807012846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7177
-1.2777107224838096,-0.9013461559204806,-0.5605359191218777,1.2648038045308123,0.09553453912786039,0.17703350944381063,-1.6448938420817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1097
-0.5735702372396364,1.04605288462568,0.4722001055803811,1.4444323593834718,1.7666361261479873,-0.8859368020497411,-0.9656066886306613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1927
-1.3559485541776066,-1.1110660525946825,-1.4272965112827023,0.8917291136829812,1.5480532181411348,-1.2635709916592914,0.6646824796518315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2340
1.356296277874023,-1.0211860968771675,-0.4683273454877475,-1.7197937222518374,-0.43858337317920565,-1.2775574431263117,1.479827063793078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2281
-0.7039666233959648,0.9561729289081649,0.029598952136555886,1.3062565479583492,-0.26054406907685007,-0.9978284137859045,-1.1014641193208692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1227
-0.4692531283145738,-1.2309059935513693,0.80415097066325,1.0299049251081038,0.22245364700280654,-1.1516793799231282,-0.28631953517962266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3898
1.1476620600238978,-0.7515462297246222,0.011157237409729834,-1.028914665126224,0.8570491863775378,0.09311480064168749,-1.2373215500110768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2891
