N,P,K,Rainfall_mm,Temperature_C,Soil_pH,Year,State_Bihar,State_Gujarat,State_Haryana,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Odisha,State_Punjab,State_Rajasthan,State_Tamil Nadu,State_Uttar Pradesh,State_West Bengal,Crop_Coffee,Crop_Cotton,Crop_Groundnut,Crop_Jute,Crop_Maize,Crop_Pulses,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Tea,Crop_Wheat,Soil_Type_Clay,Soil_Type_Loamy,Soil_Type_Red Soil,Soil_Type_Sandy,Fertilizer_DAP,Fertilizer_NPK,Fertilizer_Organic,Fertilizer_Urea,Yield_kg_per_acre
-0.471728978469399,-0.5678916829126842,-1.018572596522905,-0.8245970884894565,0.5572811410800532,0.11357505576985173,-1.2458652542833586,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1839
-1.1801358021562494,-0.7181699844385162,0.10864396570839133,0.9537790802082989,1.0653298589793043,-0.4527807319416418,-1.382873896616574,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1062
-0.9702374840268121,-0.6580586638281835,1.3097763680860024,-0.5165319254079556,-0.6386410986484242,0.44510039491804204,0.3982384537152238,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1463
-0.41925439893703975,0.5141120880733066,0.4227862863302281,0.6737198410432981,0.5206178315409324,-1.115831410238025,1.3572989500477304,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2373
0.8926100893719422,0.03322152319064396,-0.7968250760839616,1.1778264715402995,1.5995666551207854,-0.6876111805049439,0.6722557383816542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1497
-1.1538985123900696,0.995002652955969,-0.13158251476713087,-0.47452303953320546,0.4612581875252124,1.1495917406079494,0.9462730230480847,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,845
0.9975592484366608,0.8747800117353034,0.10864396570839133,-0.5445378493244557,0.8855050550493286,0.7075579550770273,0.2612298113820086,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1979
1.4960677539940739,-1.2291162096263453,-1.6468572377665787,0.3936606018782972,-0.9598815250864386,-0.12125539279345028,-0.012787473284421789,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1649
0.2629151349836309,0.2736668056319752,1.032591967537323,1.4718886726635505,-1.5133229119388878,-1.5164245283754227,-1.519882538949789,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,787
0.6039999019439661,0.6042790689888057,-0.11310355473055224,0.0015776670472960103,-1.2654091045791154,-0.2317638391761808,0.8092643807148694,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5184
