num__soil_moisture_%,num__soil_pH,num__temperature_C,num__rainfall_mm,num__humidity_%,num__sunlight_hours,num__pesticide_usage_ml,num__total_days,num__latitude,num__longitude,num__NDVI_index,num__sowing_month,num__sowing_day,num__observation_month,num__observation_day,num__days_since_sowing,num__crop_cycle_progress,cat__region_Central USA,cat__region_East Africa,cat__region_North India,cat__region_South India,cat__region_South USA,cat__crop_type_Cotton,cat__crop_type_Maize,cat__crop_type_Rice,cat__crop_type_Soybean,cat__crop_type_Wheat,cat__irrigation_type_Drip,cat__irrigation_type_Manual,cat__irrigation_type_Sprinkler,cat__irrigation_type_Unknown,cat__fertilizer_type_Inorganic,cat__fertilizer_type_Mixed,cat__fertilizer_type_Organic,cat__crop_disease_status_Mild,cat__crop_disease_status_Moderate,cat__crop_disease_status_Severe,cat__crop_disease_status_Unknown,yield_kg_per_hectare
-0.04091969918162822,-1.1425858054907838,1.3674363180602076,1.0036762170452815,1.095935732319988,-1.362614742640895,1.0375842555848669,1.0321599018400296,-0.11192676218605432,0.8559385448933111,0.059878653880517496,-0.08519497621776032,-0.7552652613704589,-0.6531345530073512,1.5648407132311042,-0.27837240776957534,-0.47471251173334433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5978.14
1.1953733389140122,1.1198754932121413,-0.2406302964097015,-1.2133854703083329,0.3800926194085866,-0.2578521768207825,-0.9942334363119886,-0.2751237965180962,-0.8766901817609691,1.1936615600508014,-0.8037557770884876,1.13187611260739,-1.2501155554706775,-0.6531345530073512,-0.7838883122564819,-1.5294843528013742,-1.595234669050208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4794.58
-0.9881442194701167,1.3598335097412388,-0.4875901164513879,1.0150799968949236,1.242914926605979,-1.000300137721396,-0.49357389923082845,-0.750499686830142,-0.32342256632925204,1.5689298617342482,0.11745428261178456,-1.3022660650429105,1.3478484885554707,-0.6531345530073512,1.6822771645054835,0.13866490724102432,0.3705559532961631,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3404.58
-0.16694957199720337,-1.039746655549741,1.6916889062065432,1.452178534302552,1.3871722839607485,1.4052312555965922,-1.4895177943140565,1.151003874418041,0.13114610340341343,-0.13380602398318323,1.038664342312057,-0.08519497621776032,1.224135915030416,1.3111798921275395,-0.5490154097077233,1.3341718769380766,0.9613466860699368,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4016.87
1.4494335587168379,1.5312320929763097,1.0375281615159706,1.6185068355241627,0.5468051314459379,1.0547958180515027,0.7534676471185643,1.6263797647300868,-1.3014340346922812,-1.6757049312457835,0.4053324262681199,1.13187611260739,0.23443532682997856,2.6207228555507998,-1.3710705686283786,2.2516539699613958,1.596414799896091,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2160.32
-0.13094103690703915,-0.988327080579221,-0.4385751903362438,1.572752645639623,-0.4718423400639184,1.4171104229710019,-0.2516908406716788,1.804645723597104,-1.3885919864128498,-1.040215218805541,0.462908054999387,-1.3022660650429105,-1.2501155554706775,0.0016369287042790409,1.5648407132311042,1.556591778277063,0.9486419122000005,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5392.13
-0.6750700116028547,-1.6739214135195004,1.6747222010128402,0.7679517433240186,0.7516233605203972,0.2113749344684053,0.007085637850331696,-1.5824074948762221,1.0917683385163746,0.35829899426266343,-0.7461801483572208,-1.3022660650429105,0.6055730474051426,-1.3079060347189815,1.095094908133587,-0.6398047474454284,-0.3600900018875482,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4625.28
1.0543399098108683,1.4626726596822817,-1.4264144705029875,-0.07022607562468522,0.9523588341980244,1.0607354017387076,-0.2831740324206475,1.2698478469960526,-0.07445954703483608,0.2766311385479668,-1.437087693132425,1.13187611260739,-1.6212532760458416,0.0016369287042790409,-1.0187612148052405,-0.6398047474454284,-0.8321533766163074,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2364.35
-0.9691397148391965,0.622819601830438,0.7038496260397995,1.562739570649693,-1.2183061184515682,-0.19845633994873307,-0.5857198263009805,1.7452237373080983,1.572101104946853,1.3879679895136054,-1.2067851782073566,-1.3022660650429105,-0.13670239374518547,-1.3079060347189815,0.39047620048731113,-0.6398047474454284,-0.881260640430373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3997.67
-1.3162219836249467,-1.4511032553139094,-0.9683134302729899,0.7589121617358875,0.17663530879973793,0.6568437110087739,-0.3346221750348159,0.7944719566840068,-1.1843058798024892,1.6250896062890494,-0.05527260358201664,-0.08519497621776032,1.3478484885554707,1.9659513738391698,-1.6059434711771372,1.8902216302855428,1.607646124526716,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4354.36
